District,Area,Post Code,Home Delivery,Lockdown,Charge(1kg),Charge(2kg),Charge(3kg),COD Charge
Dhaka,Diabari (Uttara sector-18),,Yes,No,65,80,95,0%
Dhaka,Habib Market (Uttara Sector-5),,Yes,No,65,80,95,0%
Dhaka,Pakuria Bazar (Uttara),,Yes,No,65,80,95,0%
Dhaka,Jahurul Islam Avenue (Aftabnagar),,Yes,No,65,80,95,0%
Dhaka,Gulbagh(Dhaka),,Yes,No,65,80,95,0%
Dhaka,Meradiya Bazar(Dhaka),,Yes,No,65,80,95,0%
Dhaka,Mirbagh(Dhaka),,Yes,No,65,80,95,0%
Dhaka,Modhubagh(Dhaka),,Yes,No,65,80,95,0%
Dhaka,Rampura TV center(Dhaka),,Yes,No,65,80,95,0%
Dhaka,TB gate (Mohakhali),,Yes,No,65,80,95,0%
Dhaka,Ulan road(Dhaka),,Yes,No,65,80,95,0%
Dhaka,Mirpur 10 Circle(Mirpur),,Yes,No,65,80,95,0%
Dhaka,Mirpur-1-block-C (Dhaka),,Yes,No,65,80,95,0%
Dhaka,Bazar Road - Manikdi(Mirpur),,Yes,No,65,80,95,0%
Dhaka,Police Staff College(Mirpur),,Yes,No,65,80,95,0%
Dhaka,Technical (Kallayanpur),,Yes,No,65,80,95,0%
Dhaka,NAM Garden-BRTA (Mirpur-13),,Yes,No,65,80,95,0%
Dhaka,Benaroshi Polli(Mirpur),,Yes,No,65,80,95,0%
Dhaka,Tamanna Park(Beribadh-Mirpur),,Yes,No,65,80,95,0%
Dhaka,Buddhijibi (Mazar Road-Mirpur),,Yes,No,65,80,95,0%
Dhaka,Hope School Road (Mirpur-13),,Yes,No,65,80,95,0%
Dhaka,Buddhist Temple(Mirpur-13),,Yes,No,65,80,95,0%
Dhaka,Palasnagor(Mirpur 11),,Yes,No,65,80,95,0%
Dhaka,Purobi Bus Stand(Mirpur),,Yes,No,65,80,95,0%
Dhaka,Govt Secondary School Road Rupnagor(Mirpur),,Yes,No,65,80,95,0%
Dhaka,Senpara Parbata(Mirpur 10),,Yes,No,65,80,95,0%
Dhaka,BRTA(Mirpur),,Yes,No,65,80,95,0%
Dhaka,South Kafrul (Mirpur),,Yes,No,65,80,95,0%
Dhaka,Niketon Bazar Gate (Niketon),987,Yes,No,65,80,95,0%
Dhaka,Eastern Housing (Mirpur-12),,Yes,No,65,80,95,0%
Dhaka,Lucas more(Tejgaon),,Yes,No,65,80,95,0%
Dhaka,Nijhum gate (Dhaka Cantonment),,Yes,No,65,80,95,0%
Dhaka,Niketon Bazar gate(Mohakhali),,Yes,No,65,80,95,0%
Dhaka,South Begunbari(Tejgaon),,Yes,No,65,80,95,0%
Dhaka,Mohakhali Bus terminal(Mohakhali),,Yes,No,65,80,95,0%
Dhaka,Arambag (Mirpur 7),,Yes,No,65,80,95,0%
Dhaka,Nazimuddin Road (Puran Dhaka),,Yes,No,65,80,95,0%
Dhaka,Nazimuddin Road (Malibag),,Yes,No,65,80,95,0%
Dhaka,Kodomtoli Thana (Jatrabari),,Yes,No,65,80,95,0%
Dhaka,SDA,,Yes,No,65,80,95,0%
Dhaka,60 feet Mor (Mirpur-2 ),1216,Yes,No,65,80,95,0%
Dhaka,Banasree Block - A (Dhaka),,Yes,No,65,80,95,0%
Dhaka,Banasree Block - B (Dhaka),,Yes,No,65,80,95,0%
Dhaka,Banasree Block - C (Dhaka),,Yes,No,65,80,95,0%
Dhaka,Banasree Block - D (Dhaka),,Yes,No,65,80,95,0%
Dhaka,Banasree Block - E (Dhaka),,Yes,No,65,80,95,0%
Dhaka,Banasree Block - F (Dhaka),,Yes,No,65,80,95,0%
Dhaka,Banasree Block - G (Dhaka),,Yes,No,65,80,95,0%
Dhaka,Banasree Block - H (Dhaka),,Yes,No,65,80,95,0%
Dhaka,Banasree Block - I (Dhaka),,Yes,No,65,80,95,0%
Dhaka,Banasree Block - J (Dhaka),,Yes,No,65,80,95,0%
Dhaka,Banasree Block - K (Dhaka),,Yes,No,65,80,95,0%
Dhaka,Banasree Block - L (Dhaka),,Yes,No,65,80,95,0%
Dhaka,Banasree Block - M (Dhaka),,Yes,No,65,80,95,0%
Dhaka,Banasree Block - N (Dhaka),,Yes,No,65,80,95,0%
Dhaka,Sector 1 (Uttara),,Yes,No,65,80,95,0%
Dhaka,Sector 2 (Uttara),,Yes,No,65,80,95,0%
Dhaka,Sector  6 (Uttara),,Yes,No,65,80,95,0%
Dhaka,Sector 8 (Uttara),,Yes,No,65,80,95,0%
Dhaka,Sector 10 (Uttara),,Yes,No,65,80,95,0%
Dhaka,Sector 12(Uttara),,Yes,No,65,80,95,0%
Dhaka,Uttara Sector - 13,,Yes,No,65,80,95,0%
Dhaka,Sector 15(Uttara),,Yes,No,65,80,95,0%
Dhaka,Dhanmondi - Rd 1,,Yes,No,65,80,95,0%
Dhaka,Dhanmondi - Rd 2,,Yes,No,65,80,95,0%
Dhaka,Dhanmondi - Road 4,,Yes,No,65,80,95,0%
Dhaka,Dhanmondi - Road 4A,,Yes,No,65,80,95,0%
Dhaka,Dhanmondi - Rd 6,,Yes,No,65,80,95,0%
Dhaka,Dhanmondi - Rd 6,,Yes,No,65,80,95,0%
Dhaka,Dhanmondi - Rd 3A,,Yes,No,65,80,95,0%
Dhaka,Dhanmondi - Rd 6A,,Yes,No,65,80,95,0%
Dhaka,Dhanmondi - Rd 8,,Yes,No,65,80,95,0%
Dhaka,Dhanmondi - Rd 8A,,Yes,No,65,80,95,0%
Dhaka,Dhanmondi - Rd 9,,Yes,No,65,80,95,0%
Dhaka,Dhanmondi - Road 9/A,,Yes,No,65,80,95,0%
Dhaka,Dhanmondi - Rd 10,,Yes,No,65,80,95,0%
Dhaka,Dhanmondi - Rd 12,,Yes,No,65,80,95,0%
Dhaka,Dhanmondi - Rd 12A,,Yes,No,65,80,95,0%
Dhaka,Dhanmondi - Rd 15,,Yes,No,65,80,95,0%
Dhaka,Dhanmondi - Rd 15 A,,Yes,No,65,80,95,0%
Dhaka,Dhanmondi - Rd 27,,Yes,No,65,80,95,0%
Dhaka,Dhanmondi - Rd 28,,Yes,No,65,80,95,0%
Dhaka,Dhanmondi - Rd 29,,Yes,No,65,80,95,0%
Dhaka,Jigatala post office(Dhanmondi),,Yes,No,65,80,95,0%
Dhaka,Sadek Khan Road(Mohammadpur),,Yes,No,65,80,95,0%
Dhaka,Sher e Bangla Road(Mohammadpur),,Yes,No,65,80,95,0%
Dhaka,Katasur(Mohammadpur),,Yes,No,65,80,95,0%
Dhaka,Dhanmondi Staff Quarter,,Yes,No,65,80,95,0%
Dhaka,Sector 16 (Uttara),,Yes,No,65,80,95,0%
Dhaka,Sector 17 (Uttara),,Yes,No,65,80,95,0%
Dhaka,Sector 18 (Uttara),,Yes,No,65,80,95,0%
Dhaka,Arshinagar (Keraniganj),,Yes,No,65,80,95,0%
Dhaka,Washpur(Keraniganj),,Yes,No,65,80,95,0%
Dhaka,Garden City(Mohammadpur),,Yes,No,65,80,95,0%
Dhaka,Boddhovumi(Mohammadpur),,Yes,No,65,80,95,0%
Dhaka,Mirpur - 6(Mirpur),,Yes,No,65,80,95,0%
Dhaka,Mirpur - 7(Mirpur),,Yes,No,65,80,95,0%
Dhaka,Mirpur 11(Dhaka),,Yes,No,65,80,95,0%
Dhaka,Mirpur  11.5 Bus Stand(Dhaka),,Yes,No,65,80,95,0%
Dhaka,Mirpur 12(Dhaka),,Yes,No,65,80,95,0%
Dhaka,Mirpur - 13(Mirpur),,Yes,No,65,80,95,0%
Dhaka,Mirpur - 15(Mirpur),,Yes,No,65,80,95,0%
Dhaka,Mirpur  14 (Dhaka),,Yes,No,65,80,95,0%
Dhaka,Nikunja 2 (Dhaka),,Yes,No,65,80,95,0%
Gazipur,Jalsukha -Baroipara (Kaliakoir),,Yes,No,65,80,95,0%
Dhaka,Banani Block B,,Yes,No,65,80,95,0%
Dhaka,Banani Block C,,Yes,No,65,80,95,0%
Dhaka,Banani Block D,,Yes,No,65,80,95,0%
Dhaka,Banani Block E,,Yes,No,65,80,95,0%
Dhaka,Banani Block F,,Yes,No,65,80,95,0%
Dhaka,Banani Block G,,Yes,No,65,80,95,0%
Dhaka,Banani Block H,,Yes,No,65,80,95,0%
Dhaka,Banani Block I,,Yes,No,65,80,95,0%
Dhaka,Banani Block J,,Yes,No,65,80,95,0%
Dhaka,Banani Block K,,Yes,No,65,80,95,0%
Dhaka,Banani Block L,,Yes,No,65,80,95,0%
Dhaka,Baridhara J block,,Yes,No,65,80,95,0%
Dhaka,Baridhara K block,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-1,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-3,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-4,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-5,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-6,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-7,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-8,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-9,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-10,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-11,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-12,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-13,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-14,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-15,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-16,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-17,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-18,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-19,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-20,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-21,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-22,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-23,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-24,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-25,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-26,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-27,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-28,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-29,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-30,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-31,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-32,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-123,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-124,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-125,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-126,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-127,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-128,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-129,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-130,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-131,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-132,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-133,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-134,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-135,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-136,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-137,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-138,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-139,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-140,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-141,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-143,,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-144,,Yes,No,65,80,95,0%
Dhaka,DNCC Market (Gulshan 1),,Yes,No,65,80,95,0%
Dhaka,Police plaza (Gulshan 1),,Yes,No,65,80,95,0%
Dhaka,Gulshan-1 Road-142,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-33,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-34,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-35,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-36,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-37,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-38,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-39,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-40,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-41,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-42,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-43,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-44,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-45,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-46,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-47,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-48,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-49,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-50,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-51,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-52,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-53,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-54,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-55,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-56,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-57,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-58,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-59,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-60,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-61,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-62,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-63,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-64,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-65,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-66,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-67,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-68,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-69,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-70,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-71,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-72,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-73,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-74,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-75,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-76,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-77,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-78,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-79,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-80,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-81,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-82,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-83,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-84,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-85,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-86,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-87,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-88,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-89,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-90,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-91,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-92,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-93,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-94,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-95,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-96,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-97,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-98,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-99,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-100,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-101,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-102,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-103,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-104,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-105,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-106,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-107,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-108,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-109,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-110,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-111,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-112,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-113,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-114,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-115,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-116,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-117,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-118,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-119,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-120,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-121,,Yes,No,65,80,95,0%
Dhaka,Gulshan-2 Road-122,,Yes,No,65,80,95,0%
Dhaka,DNCC Market (Gulshan 2),,Yes,No,65,80,95,0%
Munshiganj,Voberchar  ( Munshiganj ),,Yes,No,65,80,95,0%
Munshiganj,Jamaldi  ( Munshiganj ),,Yes,No,65,80,95,0%
Munshiganj,Hossaindi  ( Munshiganj ),,Yes,No,65,80,95,0%
Munshiganj,Bausia  ( Munshiganj ),,Yes,No,65,80,95,0%
Dhaka,Mirpur-1-block-D (Dhaka),1216,Yes,No,65,80,95,0%
Dhaka,Mirpur-1-block-E (Dhaka),1216,Yes,No,65,80,95,0%
Dhaka,Mirpur-1-block-F (Dhaka),1216,Yes,No,65,80,95,0%
Dhaka,Mirpur-1-block-G (Dhaka),1216,Yes,No,65,80,95,0%
Dhaka,Mirpur-1-block-H (Dhaka),1216,Yes,No,65,80,95,0%
Dhaka,Mirpur-1-block-New - C (Dhaka),1216,Yes,No,65,80,95,0%
Dhaka,Dakkhin Bisil (Mirpur-1),1216,Yes,No,65,80,95,0%
Dhaka,Uttor Bisil (Mirpur-1),1216,Yes,No,65,80,95,0%
Dhaka,kiyangshi chinese (Mirpur-1),1216,Yes,No,65,80,95,0%
Dhaka,Shah Ali Market (Mirpur-1),1216,Yes,No,65,80,95,0%
Dhaka,East Kazipara(Mirpur),1216,Yes,No,65,80,95,0%
Dhaka,Purbo Monipur (Mirpur),1216,Yes,No,65,80,95,0%
Dhaka,Poschim Monipur (Mirpur),1216,Yes,No,65,80,95,0%
Dhaka,West Kafrul (Agargaon),1207,Yes,No,65,80,95,0%
Dhaka,Boat Ghat Road (Khilkhet),1229,Yes,No,65,80,95,0%
Dhaka,Lake City Park (Khilkhet),1229,Yes,No,65,80,95,0%
Dhaka,Khapara (Khilkhet),1229,Yes,No,65,80,95,0%
Dhaka,Dumni (Khilkhet),1460,Yes,No,65,80,95,0%
Dhaka,Patira Bazar (Khilkhet),1229,Yes,No,65,80,95,0%
Dhaka,Mostul Check post (Khilkhet),1219,Yes,No,65,80,95,0%
Dhaka,Kurmitoal General Hospital,1206,Yes,No,65,80,95,0%
Dhaka,Soinik Club (Dhaka Cantonment),1206,Yes,No,65,80,95,0%
Dhaka,Arjotpara(Mohakhali),1215,Yes,No,65,80,95,0%
Dhaka,BAF Shaheen College(Dhaka Cantonment),1212,Yes,No,65,80,95,0%
Dhaka,BNS Haji Mohsin(Dhaka Cantonment),1206,Yes,No,65,80,95,0%
Dhaka,BAF Eagle hall(Dhaka Cantonment),1212,Yes,No,65,80,95,0%
Dhaka,Shahid Moinul Road (Dhaka Cantonment),1206,Yes,No,65,80,95,0%
Dhaka,Bangladesh Army headquerters(Dhaka Cantonment),1206,Yes,No,65,80,95,0%
Dhaka,Shaheed Sharani(Dhaka Cantonment),1212,Yes,No,65,80,95,0%
Dhaka,Sena Malancha(Dhaka Cantonment),1212,Yes,No,65,80,95,0%
Dhaka,Adamjee Cantonment College(Dhaka Cantonment),1212,Yes,No,65,80,95,0%
Dhaka,Army officers Club(Dhaka Cantonment),1206,Yes,No,65,80,95,0%
Dhaka,Dhaka Cantonment post office,1206,Yes,No,65,80,95,0%
Dhaka,Kurmitola(Dhaka Cantonment),1206,Yes,No,65,80,95,0%
Dhaka,CMH(Dhaka Cantonment),1206,Yes,No,65,80,95,0%
Dhaka,Shaheed Ramiz Uddin Gate- MES,1206,Yes,No,65,80,95,0%
Dhaka,Shaheed Ramiz Uddin Cantonment College,1206,Yes,No,65,80,95,0%
Dhaka,Kunjolota-MES(Dhaka Cantonment),1206,Yes,No,65,80,95,0%
Dhaka,Armed Forces Medical institute-MES,1206,Yes,No,65,80,95,0%
Dhaka,Staff road officers querters-MES,1206,Yes,No,65,80,95,0%
Dhaka,MES Park(Dhaka Cantonment),1206,Yes,No,65,80,95,0%
Dhaka,Bijoy Keton-MES(Dhaka Cantonment),1206,Yes,No,65,80,95,0%
Dhaka,Nokkhotro-MES(Dhaka Cantonment),1206,Yes,No,65,80,95,0%
Dhaka,Bangladesh University of Professionals(BUP),1216,Yes,No,65,80,95,0%
Dhaka,Mirpur Cantonment Public School & College(Mirpur),1216,Yes,No,65,80,95,0%
Dhaka,MIST(Mirpur),1216,Yes,No,65,80,95,0%
Dhaka,Mirpur Cantonment(Mirpur),1216,Yes,No,65,80,95,0%
Dhaka,House Building(Uttara),1230,Yes,No,65,80,95,0%
Dhaka,Hazrat Shahjalal International Airport (Dhaka),1230,Yes,No,65,80,95,0%
Dhaka,International Convension City(Bashundhara),1229,Yes,No,65,80,95,0%
Dhaka,Banarupa Abashik(Khilkhet),1229,Yes,No,65,80,95,0%
Dhaka,Sopnopuri Bashundhara R/A,1229,Yes,No,65,80,95,0%
Dhaka,Import Cargo Terminal (Dhaka Airport Uttara),1230,Yes,No,65,80,95,0%
Dhaka,Customs House (Dhaka Airport Uttara),1230,Yes,No,65,80,95,0%
Dhaka,Rajlokkhi Complex (Uttara),1230,Yes,No,65,80,95,0%
Dhaka,New Paltan (Azimpur-Dhaka),,Yes,No,65,80,95,0%
Dhaka,West Barua(Khilkhet),,Yes,No,65,80,95,0%
Dhaka,South Barua(Khilkhet),,Yes,No,65,80,95,0%
Dhaka,South Barua Residential Area(Khilkhet),,Yes,No,65,80,95,0%
Dhaka,Rainkhola Bazar(Mirpur),,Yes,No,65,80,95,0%
Dhaka,Dhaka Commerce College(Dhaka),,Yes,No,65,80,95,0%
Dhaka,Mugda Medical College)Dhaka),,Yes,No,65,80,95,0%
Dhaka,River View (Keraniganj),,Yes,No,65,80,95,0%
Dhaka,Telghat (Keraniganj),,Yes,No,65,80,95,0%
Dhaka,Ghatarchar(Keraniganj),,Yes,No,65,80,95,0%
Dhaka,Beraid (Dhaka),,Yes,No,65,80,95,0%
Dhaka,Dhaka International university (100-Feet-Dhaka),,Yes,No,65,80,95,0%
Dhaka,United International University(100-feet-Dhaka),,Yes,No,65,80,95,0%
Dhaka,Mogardia (Dhaka),,Yes,No,65,80,95,0%
Dhaka,Modhu Bazar(Mohammadpur),,Yes,No,65,80,95,0%
Dhaka,Baroikhali (Mohammadpur),,Yes,No,65,80,95,0%
Dhaka,Savar,1348,Yes,No,90,105,120,1%
Dhaka,Nabinagar, Savar, Dhaka,1348,Yes,No,90,105,120,1%
Gazipur,Rail Gate (Tongi Station Road),1700,Yes,No,90,105,120,1%
Dhaka,Demra (Dhaka),1360,Yes,No,90,105,120,1%
Dhaka,Ashulia, Savar,1341,Yes,No,90,105,120,1%
Dhaka,Baipayl, Savar,1348,Yes,No,90,105,120,1%
Dhaka,Keranigonj(Dhaka),1310,Yes,No,90,105,120,1%
Dhaka,Dhamrai,1350,Yes,No,90,105,120,1%
Gazipur,Kodda Bazar (Tongi),1700,Yes,No,90,105,120,1%
Gazipur,Kaliakoir Upazila(Gazipur),1751,Yes,No,90,105,120,1%
Gazipur,Kaliganj(Tongi),1700,Yes,No,90,105,120,1%
Gazipur,Kapasia (Gazipur),1730,Yes,No,90,105,120,1%
Gazipur,Sreepur Chowrasta (Mawna),1740,Yes,No,90,105,120,1%
Narayanganj,Araihazar Thana,1450,Yes,No,90,105,120,1%
Narayanganj,Bandar (Modonpur),1410,Yes,No,90,105,120,1%
Narayanganj,Chashara (Narayanganj),1400,Yes,No,90,105,120,1%
Narayanganj,Rupganj Thana,1460,Yes,No,90,105,120,1%
Narayanganj,Sonargaon (Narayanganj),1430,Yes,No,90,105,120,1%
Narayanganj,Siddhirganj (Narayanganj),1430,Yes,No,90,105,120,1%
Narayanganj,Fatullah (Narayanganj),1420,Yes,No,90,105,120,1%
Dhaka,Kalatia(Keraniganj),1313,Yes,No,90,105,120,1%
Dhaka,Nolam Dhamrai,1349,Yes,No,90,105,120,1%
Narayanganj,Shanarpar (Narayanganj),1400,Yes,No,90,105,120,1%
Dhaka,EPZ, Baipayl, Savar,,Yes,No,90,105,120,1%
Dhaka,Kathuria(Keraniganj),,Yes,No,90,105,120,1%
Dhaka,Goljarbag(Keraniganj),,Yes,No,90,105,120,1%
Dhaka,Nazirabag(Keraniganj),,Yes,No,90,105,120,1%
Dhaka,Kaliganj (Keraniganj),,Yes,No,90,105,120,1%
Dhaka,Nazarganj(Keraniganj),,Yes,No,90,105,120,1%
Dhaka,Zinzira(Keraniganj),,Yes,No,90,105,120,1%
Dhaka,Auchpara (Tongi collage Gate),,Yes,No,90,105,120,1%
Dhaka,Cherag Ali (Tongi),,Yes,No,90,105,120,1%
Dhaka,Tongi Bus Stand,,Yes,No,90,105,120,1%
Narayanganj,Bhuigor (Narayanganj),,Yes,No,90,105,120,1%
Dhaka,Hasnabad(Keraniganj),,Yes,No,90,105,120,1%
Dhaka,Joy Bangla Road (Tongi),,Yes,No,90,105,120,1%
Dhaka,Bonomala (Tongi collage gate),,Yes,No,90,105,120,1%
Dhaka,Morkun (Tongi Bus Stand),,Yes,No,90,105,120,1%
Dhaka,Bhadam (Cherag Ali ),,Yes,No,90,105,120,1%
Dhaka,Cherag Ali (Tongi),,Yes,No,90,105,120,1%
Dhaka,Bottola Road (Board Bazar),,Yes,No,90,105,120,1%
Dhaka,Kazibari Road - Gazipura (Tongi),,Yes,No,90,105,120,1%
