District,Area,Post Code,Home Delivery,Lockdown,Charge(1kg),Charge(2kg),Charge(3kg),COD Charge
Dhaka,Hossain Market (Tongi),,Yes,No,90,105,120,1%
Dhaka,Open University (Tongi),,Yes,No,90,105,120,1%
Dhaka,Joydebpur (Gazipur),,Yes,No,90,105,120,1%
Dhaka,Dhirasrom (Joydebpur),,Yes,No,90,105,120,1%
Dhaka,Dattapara Road (Tongi collage Gate),,Yes,No,90,105,120,1%
Dhaka,Borobari (Gazipur),,Yes,No,90,105,120,1%
Dhaka,Choidana (Singboard-Tongi),,Yes,No,90,105,120,1%
Dhaka,Deger Chala (Singboard-Tongi),,Yes,No,90,105,120,1%
Dhaka,Sahid Siddque Road (Board Bazar),,Yes,No,90,105,120,1%
Dhaka,Hariken (Tongi),,Yes,No,90,105,120,1%
Dhaka,Khortuil (Gazipura-Tongi),,Yes,No,90,105,120,1%
Dhaka,Majukhan (Tongi Station Road),,Yes,No,90,105,120,1%
Dhaka,Milgate (Tongi Station Road),,Yes,No,90,105,120,1%
Dhaka,National University ( Board Bazar),,Yes,No,90,105,120,1%
Dhaka,Surtaranga (Tongi Collage Gate),,Yes,No,90,105,120,1%
Dhaka,Targach (Tongi Boro Bari),,Yes,No,90,105,120,1%
Dhaka,Boro Dewra (Tongi Cherag Ali),,Yes,No,90,105,120,1%
Gazipur,Mawna Chowrasta,1740,Yes,No,90,105,120,1%
Gazipur, Bangla Bazar (Mawna),1742,Yes,No,90,105,120,1%
Gazipur,Mirjapur Masterbari(Gazipur),1730,Yes,No,90,105,120,1%
Gazipur,Vobanipur(Gazipur),1730,Yes,No,90,105,120,1%
Gazipur,Barmi Sreepur (Gazipur),1740,Yes,No,90,105,120,1%
Gazipur,Safari Park(Gazipur),1750,Yes,No,90,105,120,1%
Gazipur,Pubail(Tongi),,Yes,No,90,105,120,1%
Gazipur,Mirerbazar(Tongi),,Yes,No,90,105,120,1%
Gazipur,Ulokhola ( Kaliganj-Tongi),,Yes,No,90,105,120,1%
Gazipur,Modhumita (Tongi Station Road),,Yes,No,90,105,120,1%
Gazipur,Miraspara (Tongi Bus stand),,Yes,No,90,105,120,1%
Gazipur,Pagar - Miraspara ( Tongi Bus Stand),,Yes,No,90,105,120,1%
Gazipur,Jinumarket (Tongi Bus Stand),,Yes,No,90,105,120,1%
Gazipur,T & T - (Tongi Station Road ),,Yes,No,90,105,120,1%
Gazipur,Shilmun (Tongi Station Road),,Yes,No,90,105,120,1%
Gazipur,Mudafa (Tongi cherag Ali),,Yes,No,90,105,120,1%
Gazipur,Khapara (Hossain Market),,Yes,No,90,105,120,1%
Gazipur,Malakerbari (Tongi),,Yes,No,90,105,120,1%
Gazipur,Gazipur Bypass,,Yes,No,90,105,120,1%
Gazipur,Kodda (Gazipur By Pass Road road),,Yes,No,90,105,120,1%
Gazipur,DUET (Joydebpur),,Yes,No,90,105,120,1%
Gazipur,Shibbari (joydebpur),,Yes,No,90,105,120,1%
Gazipur,Shimultoli (joydebpur),,Yes,No,90,105,120,1%
Gazipur,Jorpukur (joydebpur),,Yes,No,90,105,120,1%
Gazipur,Salna(Gazipur),,Yes,No,90,105,120,1%
Gazipur,Porabari Bazar (Gazipur),,Yes,No,90,105,120,1%
Gazipur,Dhaladia Sreepur(Mawna Gazipur),,Yes,No,90,105,120,1%
Gazipur,Hotapara (Mawan-Gazipur),,Yes,No,90,105,120,1%
Gazipur,Bager bazar (Mawana-Gazipur),,Yes,No,90,105,120,1%
Gazipur,Member Bari(Mawna Gazipur),,Yes,No,90,105,120,1%
Gazipur,Gorgoria Masterbari(Sreepur Gazipur),,Yes,No,90,105,120,1%
Gazipur,Mc Bazar (Mawna),,Yes,No,90,105,120,1%
Gazipur,Nayanpur Sreepur (Gazipur),,Yes,No,90,105,120,1%
Gazipur,Konabari (Gazipur),,Yes,No,90,105,120,1%
Gazipur,Mouchak (Gazipur),,Yes,No,90,105,120,1%
Gazipur,Kashimpur Bazar (Gazipur),,Yes,No,90,105,120,1%
Gazipur,Shafipur (Kaliakoir-Gazipur),,Yes,No,90,105,120,1%
Gazipur,Joyna Bazar (Sreepur Gazipur),,Yes,No,90,105,120,1%
Gazipur,Pollibidut (Chondra),,Yes,No,90,105,120,1%
Gazipur,Chondra (Kaliakoir),,Yes,No,90,105,120,1%
Gazipur,Rajabari Sreepur (Gazipur),,Yes,No,90,105,120,1%
Narayanganj,Signboard (Narayanganj),,Yes,No,90,105,120,1%
Narayanganj,Jalkuri (Narayanganj),,Yes,No,90,105,120,1%
Narayanganj,Sibu market ( Narayanganj),,Yes,No,90,105,120,1%
Narayanganj,Chittagong Road (Narayanganj),,Yes,No,90,105,120,1%
Dhaka,Basher pull (Demra),,Yes,No,90,105,120,1%
Dhaka,Bamuail (Demra),,Yes,No,90,105,120,1%
Dhaka,Sharuliya (Demra),,Yes,No,90,105,120,1%
Dhaka,Rani mohol  (Demra),,Yes,No,90,105,120,1%
Dhaka,Staffquater  (Demra),,Yes,No,90,105,120,1%
Dhaka,Demra bazar  (Demra),,Yes,No,90,105,120,1%
Dhaka,Hajinogar  (Demra),,Yes,No,90,105,120,1%
Dhaka,Boxnagar  (Demra),,Yes,No,90,105,120,1%
Dhaka,Badsha mia road  (Demra),,Yes,No,90,105,120,1%
Dhaka,Muslimnagar  (Demra),,Yes,No,90,105,120,1%
Gazipur,Vannara (mouchak-Gazipur),,Yes,No,90,105,120,1%
Gazipur,Sardaganj-Kashimpur( Kaliakoir),,Yes,No,90,105,120,1%
Gazipur,Sultan Market - Kashimpur ( Kaliakoir),,Yes,No,90,105,120,1%
Gazipur,Baroipara (Kaliakoir),,Yes,No,90,105,120,1%
Gazipur,Goalbari bazar (Kaliakoir),,Yes,No,90,105,120,1%
Gazipur,Hatimara-Kashimpur(Gazipur),,Yes,No,90,105,120,1%
Gazipur,Sultan Market Kashempur (Kaliakoir),,Yes,No,90,105,120,1%
Gazipur,Nawjor (Gazipur),,Yes,No,90,105,120,1%
Gazipur,Fulbaria bazar (Kaliakoir),,Yes,No,90,105,120,1%
Gazipur,Madhobpur(Kashempur),,Yes,No,90,105,120,1%
Gazipur,Kabirpur (Kaliakoir),,Yes,No,90,105,120,1%
Gazipur,Walton High-Tech(Chondra),,Yes,No,90,105,120,1%
Gazipur,Waltion Micro-Tech(Chondra),,Yes,No,90,105,120,1%
Gazipur,Mollapara(Kashimpur),,Yes,No,90,105,120,1%
Gazipur,Joyertek(Ambag Road-Konabari),,Yes,No,90,105,120,1%
Gazipur,Porabari Bazar(Gazipur),1700,Yes,No,90,105,120,1%
Gazipur,Dhaladia (Kapasia),1740,Yes,No,90,105,120,1%
Gazipur,Rajabari -Sreepur Road(Gazipur),1740,Yes,No,90,105,120,1%
Gazipur,Gorgoria masterbari (Sreepur),1740,Yes,No,90,105,120,1%
Gazipur,Barmi Sreepur (Sreepur ),1740,Yes,No,90,105,120,1%
Gazipur,Joina Bazar (Sreepur),1740,Yes,No,90,105,120,1%
Gazipur,Kapasia Bazar (Kapasia),1730,Yes,No,90,105,120,1%
Gazipur,Kapasia Tok Noyon (Kapasia),1730,Yes,No,90,105,120,1%
Gazipur,Kapasia Amraid (Kapasia),1730,Yes,No,90,105,120,1%
Gazipur,Rajendrapur Cantonment (Rajendrapur),1730,Yes,No,90,105,120,1%
Gazipur,Kashimpur Bus Stop (Gazipur),1700,Yes,No,90,105,120,1%
Gazipur,Jiter mor -Kashimpur (Gazipur),1700,Yes,No,90,105,120,1%
Gazipur,Molla market-(Kashimpur),1700,Yes,No,90,105,120,1%
Gazipur,Panishel(Kashimpur),1700,Yes,No,90,105,120,1%
Gazipur,Sultan Market(Kashimpur),1700,Yes,No,90,105,120,1%
Gazipur,Kazi Market(Kashimpur),1700,Yes,No,90,105,120,1%
Gazipur,Bagbari (Kashimpur),1700,Yes,No,90,105,120,1%
Gazipur,Berenda(Kashimpur),1700,Yes,No,90,105,120,1%
Gazipur,Sorabo(Kashimpur),1700,Yes,No,90,105,120,1%
Gazipur,Kashimpur Square(Gazipur),1700,Yes,No,90,105,120,1%
Gazipur,Konabari Bus stand(Gazipur),1700,Yes,No,90,105,120,1%
Gazipur,Konabari Jail khana(Gazipur),1700,Yes,No,90,105,120,1%
Gazipur,Konabari Kuddus Nagar(Gazipur),1700,Yes,No,90,105,120,1%
Gazipur,Konabari collage Gate(Gazipur),1700,Yes,No,90,105,120,1%
Gazipur,Baimail -Konabari (Gazipur),1700,Yes,No,90,105,120,1%
Gazipur,Pollibiddut-Konabari(Gazipur),1700,Yes,No,90,105,120,1%
Gazipur,Mouchak Bazar(Kaliakair),1750,Yes,No,90,105,120,1%
Gazipur,Shofipur Bus Stand (Kaliakair),1751,Yes,No,90,105,120,1%
Gazipur,Bhawal Government College (Gazipur),1702,Yes,No,90,105,120,1%
Gazipur,Itahata (Chandona Chowrasta),1702,Yes,No,90,105,120,1%
Gazipur,Telipara(Chandona Chowrasta),1702,Yes,No,90,105,120,1%
Gazipur,Great Wall Jame Masjid (Chandona Chowrasta),1702,Yes,No,90,105,120,1%
Gazipur,Paler Math (Gazipur Chowrasta),1702,Yes,No,90,105,120,1%
Gazipur,Police Line (Gazipur Chowrasta),1702,Yes,No,90,105,120,1%
Gazipur,Borsha Hall (Gazipur Chowrasta),1702,Yes,No,90,105,120,1%
Gazipur,kenakata Goli (Gazipur Chowrasta),1702,Yes,No,90,105,120,1%
Gazipur,Dhigir Chala (Gazipur Chowrasta),1702,Yes,No,90,105,120,1%
Gazipur,Najor (Gazipur Chowrasta),1702,Yes,No,90,105,120,1%
Gazipur,Kodda bridge (Gazipur Chowrasta),1702,Yes,No,90,105,120,1%
Gazipur,Bason Thana (Gazipur),1702,Yes,No,90,105,120,1%
Gazipur,Polagach Road (Board Bazar),1700,Yes,No,90,105,120,1%
Gazipur,Jajhor (Board Bazar),1700,Yes,No,90,105,120,1%
Gazipur,Gacha Thana (Board Bazar),1700,Yes,No,90,105,120,1%
Gazipur,Mukter Bari Road (Board Bazar),1700,Yes,No,90,105,120,1%
Gazipur,Boro Mosjid Road (Board Bazar),1700,Yes,No,90,105,120,1%
Gazipur,IUT Road (Board Bazar),1700,Yes,No,90,105,120,1%
Gazipur,Gacha Bazar (Boro bari),1700,Yes,No,90,105,120,1%
Gazipur,Colombiya (Gazipur By Pass Road),1700,Yes,No,90,105,120,1%
Gazipur,Mogor Khal (Gazipur By Pass Road),1700,Yes,No,90,105,120,1%
Gazipur,Navanar Mor (Gazipur By Pass Road),1700,Yes,No,90,105,120,1%
Gazipur,Hoque Market (Gazipur By Pass Road),1700,Yes,No,90,105,120,1%
Gazipur,Sattola Garments (Maleker Bari),1704,Yes,No,90,105,120,1%
Gazipur,Bolakar Mor (Maleker Bari),1704,Yes,No,90,105,120,1%
Gazipur,Jogitota ( Joydebpur),1700,Yes,No,90,105,120,1%
Gazipur,College gate (Pubail),1700,Yes,No,90,105,120,1%
Gazipur,Badhon (Pubail),1700,Yes,No,90,105,120,1%
Gazipur,Bosuga (Pubail),1700,Yes,No,90,105,120,1%
Gazipur,Bokhtarour ( kaliganj),1720,Yes,No,90,105,120,1%
Gazipur,Fuldi ( kaliganj),1720,Yes,No,90,105,120,1%
Gazipur,Dalan bazar ( kaliganj),1720,Yes,No,90,105,120,1%
Gazipur,Awora khali ( kaliganj),1720,Yes,No,90,105,120,1%
Gazipur,Sawraid ( kaliganj),1720,Yes,No,90,105,120,1%
Gazipur,Chowrasta (Tongi),1702,Yes,No,90,105,120,1%
Dhaka,Chunkutia (Keraniganj),,Yes,No,90,105,120,1%
Dhaka,Am Bagicha (Keraniganj),,Yes,No,90,105,120,1%
Dhaka,Zia Nagor (Keraniganj),,Yes,No,90,105,120,1%
Dhaka,Imambari (Keraniganj),,Yes,No,90,105,120,1%
Dhaka,Kodomtoli (Keraniganj),,Yes,No,90,105,120,1%
Dhaka,Nazirabag (Keraniganj),,Yes,No,90,105,120,1%
Dhaka,Bondok Para (Keraniganj),,Yes,No,90,105,120,1%
Dhaka,Golam Bazar (Keraniganj),,Yes,No,90,105,120,1%
Dhaka,Par Gendaria (Keraniganj),,Yes,No,90,105,120,1%
Dhaka,Ekuria (Keraniganj),,Yes,No,90,105,120,1%
Dhaka,Kholamora (Keraniganj),,Yes,No,90,105,120,1%
Dhaka,Atibazar (Keraniganj),,Yes,No,90,105,120,1%
Dhaka,Abdullahpur (Keraniganj),,Yes,No,90,105,120,1%
Dhaka,Tetuljhora, Hemayetpur, Savar,,Yes,No,90,105,120,1%
Dhaka,Hemayetpur Bazar, Savar,,Yes,No,90,105,120,1%
Dhaka,Bongaon Union, Savar,,Yes,No,90,105,120,1%
Dhaka,Ashulia Thana, Baipayl, Savar,,Yes,No,90,105,120,1%
Dhaka,Charigram, Savar,,Yes,No,90,105,120,1%
Dhaka,Polli Biddut, Nabinagar, Savar,,Yes,No,90,105,120,1%
Dhaka,Norosinhopur, Ashulia, Savar,,Yes,No,90,105,120,1%
Dhaka,Zirabo Bazar, Ashulia, Savar,,Yes,No,90,105,120,1%
Dhaka,Savar City Center,,Yes,No,90,105,120,1%
Dhaka,Rajasion, Polo Market,,Yes,No,90,105,120,1%
Dhaka,Kathgora Bazar, Savar,,Yes,No,90,105,120,1%
Dhaka,Jamgora, Ashulia, Savar,,Yes,No,90,105,120,1%
Dhaka,Baipayl Kacha Bazar, Ashulia, Savar,,Yes,No,90,105,120,1%
Dhaka,Jahangirnagar University, Savar,,Yes,No,90,105,120,1%
Dhaka,Akran Bazar, Ashulia, Savar,,Yes,No,90,105,120,1%
Dhaka,Birulia Bridge, Savar,,Yes,No,90,105,120,1%
Dhaka,Nama Bazar, Savar,,Yes,No,90,105,120,1%
Dhaka,Jhawchar Bazar, Hemayetpur, Savar,,Yes,No,90,105,120,1%
Dhaka,Amin Bazar, Savar,,Yes,No,90,105,120,1%
Dhaka,Bhakurta Bazar, Amin Bazar, Savar,,Yes,No,90,105,120,1%
Dhaka,Mograkanda, Amin Bazar, Savar,,Yes,No,90,105,120,1%
Dhaka,Shamlasi Gudaraghat, Amin Bazar, Savar,,Yes,No,90,105,120,1%
Dhaka,Niribili Dhamrai,,Yes,No,90,105,120,1%
Dhaka,Golam Hafiz College Dhamrai,,Yes,No,90,105,120,1%
Dhaka,Noyarhat Dhamrai,,Yes,No,90,105,120,1%
Dhaka,Dhulivita (Dhamrai),,Yes,No,90,105,120,1%
Dhaka,Kalampur (Dhamrai),,Yes,No,90,105,120,1%
Dhaka,Bathuli Bustand (Dhamrai),,Yes,No,90,105,120,1%
Dhaka,Kushura Bustand (Dhamrai,,Yes,No,90,105,120,1%
Dhaka,Baro Baria (Dhamrai),,Yes,No,90,105,120,1%
Dhaka,Dhantara Bazar (Dhamrai),,Yes,No,90,105,120,1%
Dhaka,Dhamrai Bazar,,Yes,No,90,105,120,1%
Dhaka,Gurapir Mazar Dhamrai,,Yes,No,90,105,120,1%
Dhaka,Beltola Dhamrai,,Yes,No,90,105,120,1%
Dhaka,Dendabor Dhamrai,,Yes,No,90,105,120,1%
Dhaka,Anayetpur Dhamrai,,Yes,No,90,105,120,1%
Dhaka,Gonoshasthaya Dhamrai,,Yes,No,90,105,120,1%
Dhaka,Dhamshona Bazar Dhamrai,,Yes,No,90,105,120,1%
Dhaka,Kamalget Dhamrai,,Yes,No,90,105,120,1%
Dhaka,Namabazar Dhamrai,,Yes,No,90,105,120,1%
Dhaka,Khaicha Bari Dhamrai,,Yes,No,90,105,120,1%
Dhaka,Konda Dhamrai,,Yes,No,90,105,120,1%
Dhaka,Baipail Dhamrai,,Yes,No,90,105,120,1%
Dhaka,Sreepur Dhamrai,,Yes,No,90,105,120,1%
Dhaka,Mojarmil Dhamrai,,Yes,No,90,105,120,1%
Dhaka,Khorar Chor (Dhamrai),,Yes,No,90,105,120,1%
Dhaka,Fudnagar Rupnagar (Dhamrai),,Yes,No,90,105,120,1%
Dhaka,Councill Bazar (Dhamrai),,Yes,No,90,105,120,1%
Dhaka,Kawalipara (Dhamrai),,Yes,No,90,105,120,1%
Dhaka,Chokroborti Dhamrai,,Yes,No,90,105,120,1%
Dhaka,Beximco Dhamrai,,Yes,No,90,105,120,1%
Dhaka,Bhadail DEPZ Dhamrai,,Yes,No,90,105,120,1%
Dhaka,Nobi Textile Kaliakoir,,Yes,No,90,105,120,1%
Dhaka,Zirani Kaliakoir,,Yes,No,90,105,120,1%
Dhaka,Kobirpur Kaliakoir,,Yes,No,90,105,120,1%
Dhaka,Baroipara Kaliakoir,,Yes,No,90,105,120,1%
Dhaka,Nondon Park Kaliakoir,,Yes,No,90,105,120,1%
Dhaka,Mannan Collage Road (Kaliakoir),,Yes,No,90,105,120,1%
Dhaka,Turag Germent (Kaliakoir),,Yes,No,90,105,120,1%
Dhaka,Mashi Hata (Kaliakoir),,Yes,No,90,105,120,1%
Dhaka,Enargy Pack Germent (Kaliakoir),,Yes,No,90,105,120,1%
Dhaka,Bengol (Kaliakoir),,Yes,No,90,105,120,1%
Dhaka,Polash Housing (Kaliakoir),,Yes,No,90,105,120,1%
Narayanganj,Modonpur Sadar (Modonpur),,Yes,No,90,105,120,1%
Narayanganj,Kachpur (Modonpur Narayanganj),,Yes,No,90,105,120,1%
Narayanganj,Nabiganj (Bandar Narayanganj),,Yes,No,90,105,120,1%
Narayanganj,Modonganj (Bandar Naraynaganj),,Yes,No,90,105,120,1%
Narayanganj,Morgapara (Sonargaon),,Yes,No,90,105,120,1%
Narayanganj,Baiddar Bazar (Sonargaon),,Yes,No,90,105,120,1%
Faridpur,Pathorghata(Barguna),1216,Yes,No,120,150,180,1%
Dhaka,Dohar(Dhaka),1333,Yes,No,120,150,180,1%
Dhaka,Mukti Clinic(Nawabganj),,Yes,No,120,150,180,1%
Sherpur,Sherpur Sadar,2100,Yes,No,120,150,180,1%
Faridpur,Alfadanga,7870,Yes,No,120,150,180,1%
Faridpur,Bhanga,7830,Yes,No,120,150,180,1%
Faridpur,Boalmari,7860,Yes,No,120,150,180,1%
Faridpur,Char Bhadrasan,7810,Yes,No,120,150,180,1%
Faridpur,Faridpur Sadar,7800,Yes,No,120,150,180,1%
Faridpur,Madhukhali,7850,Yes,No,120,150,180,1%
Faridpur,Nagarkanda,7840,Yes,No,120,150,180,1%
Faridpur,Sadarpur,7820,Yes,No,120,150,180,1%
Faridpur,Saltha,7860,Yes,No,120,150,180,1%
Gopalganj,Gopalganj Sadar,8100,Yes,No,120,150,180,1%
Gopalganj,Kasiani,8130,Yes,No,120,150,180,1%
Gopalganj,Kotalipara,8110,Yes,No,120,150,180,1%
Gopalganj,Maksudpur,8140,Yes,No,120,150,180,1%
Gopalganj,Tungipara,8120,Yes,No,120,150,180,1%
Jamalpur,Nalkura Jhenaigati (Sherpur),2140,Yes,No,120,150,180,1%
Jamalpur,Dewanganj Upazila(Jamalpur),2030,Yes,No,120,150,180,1%
Jamalpur,Hazrabari (Melandah),2020,Yes,No,120,150,180,1%
Jamalpur,Jamalpur Sadar,2000,Yes,No,120,150,180,1%
Jamalpur,Madarganj,2040,Yes,No,120,150,180,1%
Jamalpur,Melandah,2010,Yes,No,120,150,180,1%
Jamalpur,Sharishabari,2050,Yes,No,120,150,180,1%
Kishoreganj,Austogram(Kishoreganj),2380,Yes,No,120,150,180,1%
Kishoreganj,Bajitpur(Kishoreganj),2336,Yes,No,120,150,180,1%
Kishoreganj,Bhairab,2350,Yes,No,120,150,180,1%
Kishoreganj,Hosainpur,2320,Yes,No,120,150,180,1%
Kishoreganj,Itna,2390,Yes,No,120,150,180,1%
Kishoreganj,Karimganj,2310,Yes,No,120,150,180,1%
Kishoreganj,Katiadi,2330,Yes,No,120,150,180,1%
Kishoreganj,Kishoreganj Sadar,2300,Yes,No,120,150,180,1%
Kishoreganj,Kuliarchar,2340,Yes,No,120,150,180,1%
Kishoreganj,Mithamain,2370,Yes,No,120,150,180,1%
Kishoreganj,Nikli,2360,Yes,No,120,150,180,1%
Kishoreganj,Pakundia,2326,Yes,No,120,150,180,1%
Kishoreganj,Tarail,2316,Yes,No,120,150,180,1%
Madaripur,Kalkini,7920,Yes,No,120,150,180,1%
Madaripur,Madaripur Sadar,7900,Yes,No,120,150,180,1%
Madaripur,Rajoir,7910,Yes,No,120,150,180,1%
Madaripur,Shibchar,7900,Yes,No,120,150,180,1%
Manikganj,Daulatpur(Manikganj),1860,Yes,No,120,150,180,1%
Manikganj,Ghior,1840,Yes,No,120,150,180,1%
Manikganj,Harirampur (Manikganj),1850,Yes,No,120,150,180,1%
Manikganj,Manikganj Sadar,1800,Yes,No,120,150,180,1%
Manikganj,Saturia,1810,Yes,No,120,150,180,1%
Manikganj,Shibalaya,1850,Yes,No,120,150,180,1%
Manikganj,Singair,1820,Yes,No,120,150,180,1%
Munshiganj,Gazaria(Munshiganj),8332,Yes,No,120,150,180,1%
Munshiganj,Lauhajang(Munshiganj),1530,Yes,No,120,150,180,1%
Munshiganj,Katakhali (Munshiganj),1500,Yes,No,120,150,180,1%
Munshiganj,Nawabganj Upazila,1540,Yes,No,120,150,180,1%
Munshiganj,Sreenagar(Munshiganj),1550,Yes,No,120,150,180,1%
Munshiganj,Tangibari(Munshiganj),1520,Yes,No,120,150,180,1%
Mymensingh,Valuka,2240,Yes,No,120,150,180,1%
Mymensingh,Dhubaura,2416,Yes,No,120,150,180,1%
Mymensingh,Fulbaria (Mymensingh),2216,Yes,No,120,150,180,1%
Mymensingh,Phulpur Upozila(Mymensingh),2250,Yes,No,120,150,180,1%
Mymensingh,Goffargaon,2230,Yes,No,120,150,180,1%
Mymensingh,Koltapara (Gouripur Mymensingh),2270,Yes,No,120,150,180,1%
Mymensingh,Haluaghat,2260,Yes,No,120,150,180,1%
Mymensingh,Iswarganj,2280,Yes,No,120,150,180,1%
Mymensingh,Kachari Ghat (Mymensingh),2200,Yes,No,120,150,180,1%
Mymensingh,Muktagacha,2210,Yes,No,120,150,180,1%
Mymensingh,Nandail,2290,Yes,No,120,150,180,1%
Mymensingh,Trishal,2220,Yes,No,120,150,180,1%
Norshingdi,Belabo,1640,Yes,No,120,150,180,1%
Norshingdi,Monohardi,1650,Yes,No,120,150,180,1%
Norshingdi,Velanogor (Narsingdi),1600,Yes,No,120,150,180,1%
Norshingdi,Palash,1610,Yes,No,120,150,180,1%
Norshingdi,Raipura (Bhairab),1630,Yes,No,120,150,180,1%
Norshingdi,Shibpur,1620,Yes,No,120,150,180,1%
Netrokona,Atpara (Netrokona),2470,Yes,No,120,150,180,1%
Netrokona,Barhatta (Netrokona),2440,Yes,No,120,150,180,1%
Netrokona,Durgapur (Netrokona),3848,Yes,No,120,150,180,1%
Netrokona,Kalmakanda( Netrokona),2430,Yes,No,120,150,180,1%
Netrokona,Kendua( Netrokona),2480,Yes,No,120,150,180,1%
Netrokona,Khaliajuri (Madan),2460,No,Yes,120,150,180,1%
Netrokona,Madan (Netrokona),2490,Yes,No,120,150,180,1%
Netrokona,Mohangonj (Netrokona),2446,Yes,No,120,150,180,1%
Netrokona,Netrokona Sadar,2400,Yes,No,120,150,180,1%
Netrokona,Purbadhala (Netrokona),2410,Yes,No,120,150,180,1%
Rajbari,Baliakandi,7730,Yes,No,120,150,180,1%
Rajbari,Goalunda,7710,Yes,No,120,150,180,1%
Rajbari,Pangsha,7720,Yes,No,120,150,180,1%
Rajbari,Rajbari Sadar,7700,Yes,No,120,150,180,1%
Rajbari,Kalukhali,7720,Yes,No,120,150,180,1%
Shariatpur,Bhedarganj,8030,Yes,No,120,150,180,1%
Shariatpur,Damudiya,8040,Yes,No,120,150,180,1%
Shariatpur,Gosairhat,8050,Yes,No,120,150,180,1%
Shariatpur,Zajira,8010,Yes,No,120,150,180,1%
Shariatpur,Naria,8020,Yes,No,120,150,180,1%
Shariatpur,Shariatpur Sadar,8000,Yes,No,120,150,180,1%
Sherpur,Kakarkandi Nalitabari (Sherpur),2120,Yes,No,120,150,180,1%
Sherpur,Ganapaddi Nakla (Sherpur),2150,Yes,No,120,150,180,1%
Sherpur,Chandrakona Nakla (Sherpur),2110,Yes,No,120,150,180,1%
Sherpur,Kamarer Char (Sherpur),2100,Yes,No,120,150,180,1%
Sherpur,Kakilakura Sribardi (Sherpur),2130,Yes,No,120,150,180,1%
Tangail,Bashail,1920,Yes,No,120,150,180,1%
Tangail,Bhuapur,1960,Yes,No,120,150,180,1%
Tangail,Delduar,1910,Yes,No,120,150,180,1%
Tangail,Ghatail(Modhupur),1980,Yes,No,120,150,180,1%
Tangail,Gopalpur (Tangail),1990,Yes,No,120,150,180,1%
Tangail,Kalihati,1970,Yes,No,120,150,180,1%
Tangail,Mirzapur,1940,Yes,No,120,150,180,1%
Tangail,Modhupur (Mymensingh),1996,Yes,No,120,150,180,1%
Tangail,Nagarpur,1936,Yes,No,120,150,180,1%
Tangail,Shakhipur,1950,Yes,No,120,150,180,1%
Tangail,Tangail Sadar,1900,Yes,No,120,150,180,1%
Tangail,Dhanbari(Modhupur),1997,Yes,No,120,150,180,1%
Bagerhat,Bagerhat Sadar,9300,Yes,No,120,150,180,1%
Bagerhat,Chitalmari,9360,Yes,No,120,150,180,1%
Bagerhat,Fakirhat (Bagerhat),9370,Yes,No,120,150,180,1%
Bagerhat,Kachua(Bagerhat),3630,Yes,No,120,150,180,1%
Bagerhat,Mollarhat,9380,Yes,No,120,150,180,1%
Bagerhat,Mongla,9351,Yes,No,120,150,180,1%
Bagerhat,Morelganj,9320,Yes,No,120,150,180,1%
Bagerhat,Rampal,9340,Yes,No,120,150,180,1%
Bagerhat,Sarankhola,9311,Yes,No,120,150,180,1%
Chuadanga,Alamdanga,7210,Yes,No,120,150,180,1%
Chuadanga,Chuadanga Sadar,7200,Yes,No,120,150,180,1%
Chuadanga,Damurhuda,7220,Yes,No,120,150,180,1%
Chuadanga,Jibannagar,7200,Yes,No,120,150,180,1%
Jessore,Noapara (Jessore),7462,Yes,No,120,150,180,1%
Jessore,Bagherpara,7470,Yes,No,120,150,180,1%
Jessore,Chowgacha,7410,Yes,No,120,150,180,1%
Jessore,Jessore Sadar,7400,Yes,No,120,150,180,1%
Jessore,Jhikargacha,7420,Yes,No,120,150,180,1%
Jessore,Keshabpur,7450,Yes,No,120,150,180,1%
Jessore,Manirampur,7440,Yes,No,120,150,180,1%
Jessore,Sharsha,7430,Yes,No,120,150,180,1%
Jhenaidah,Kotchandpur,7330,Yes,No,120,150,180,1%
Jhenaidah,Harinakunda,7310,Yes,No,120,150,180,1%
Jhenaidah,Jhenaidah Sadar,7300,Yes,No,120,150,180,1%
Jhenaidah,Kaliganj(Jhenaidah),7300,Yes,No,120,150,180,1%
Jhenaidah,Moheshpur,7340,Yes,No,120,150,180,1%
Jhenaidah,Shailkupa,7320,Yes,No,120,150,180,1%
Khulna,Batiaghata,9260,Yes,No,120,150,180,1%
Khulna,Dacope,9271,Yes,No,120,150,180,1%
Khulna,Dighalia,9220,Yes,No,120,150,180,1%
Khulna,Dumuria,9250,Yes,No,120,150,180,1%
Khulna,Phultala,9210,Yes,No,120,150,180,1%
Khulna,Koira,,Yes,No,120,150,180,1%
Khulna,Paikgacha,9280,Yes,No,120,150,180,1%
Khulna,Rupsa,9241,Yes,No,120,150,180,1%
Khulna,Khalispur,9000,Yes,No,120,150,180,1%
Khulna,Sonadanga,9100,Yes,No,120,150,180,1%
Khulna,Khan jahan ali ,9222,Yes,No,120,150,180,1%
Khulna,Doulatpur,9202,Yes,No,120,150,180,1%
Khulna,Terokhada,9230,Yes,No,120,150,180,1%
Kushtia,Bheramara,7040,Yes,No,120,150,180,1%
Kushtia,Daulatpur (Kushtia),7050,Yes,No,120,150,180,1%
Kushtia,Khoksha,7021,Yes,No,120,150,180,1%
Kushtia,Kumarkhali,7010,Yes,No,120,150,180,1%
